Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Direct GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Latitude,Longitude,Community Board,Census Tract,log_Order,log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Total GHG Emissions (Metric Tons CO2e),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
3111579,195678.0,1983,1,100,79.1,,377.6,7450.8,40.581202,-74.162664,2.0,27702.0,9.606764735432199,,6.5489351786970165,5.933835434271345,8.916076688158848,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4372130,145015.0,2014,1,100,63.0,0.1,41.5,,40.775146,-73.959317,8.0,140.0,8.471568013389962,2.312535423847214,6.5188522591729505,3.7256934272366524,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2719898,89400.0,1942,1,100,52.3,0.0,240.4,2646.7,40.771513,-73.946903,8.0,136.0,8.52615293278771,1.5040773967762742,5.916741000912046,5.4823042026610525,7.8810688599522,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4394699,258639.0,1927,1,80,78.3,0.1,699.8,7101.3,40.744423,-73.987474,5.0,56.0,7.713784616598755,2.5952547069568657,7.613868041932106,6.550794579933587,8.868033144860455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2807932,116400.0,1961,1,100,163.2,0.8,1137.2,,,,,,9.452109387413557,1.547562508716013,7.189997582683553,7.036324379776845,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4043947,72000.0,2004,1,100,148.7,1.4,493.8,7615.0,40.821979,-73.89999,2.0,12901.0,8.843470781627381,1.9021075263969205,6.483260244967167,6.202130576911079,8.937875265329263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2791295,188200.0,1955,1,100,72.8,0.7,563.8,5922.7,40.889264,-73.915513,8.0,309.0,9.089753408987065,1.308332819650179,6.66108718262097,6.334699578680012,8.686547704985768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2676056,230940.0,1930,1,100,65.6,0.5,606.8,5419.3,40.773299,-73.94502,8.0,136.0,8.527341522468053,1.8562979903656263,7.0534128514045005,6.408199247474377,8.597721934801433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5869808,101283.0,1927,1,100,105.8,0.0,282.9,1568.7,40.744962,-73.98027,6.0,72.0,7.806289289267033,2.995732273553991,6.869949564246238,5.645093478307522,7.358002529862195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4900734,57700.0,1930,1,95,83.6,,245.8,5810.9,40.762527,-73.990578,4.0,127.0,7.97728198675515,1.4350845252893227,5.822157927391522,5.504518197131935,8.667490743184992,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4940361,100752.0,1984,1,100,72.8,0.6,306.5,,,,,,9.582386570538903,1.5040773967762742,6.112353864383436,5.725217755376266,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4043962,81676.0,2007,1,100,87.4,0.7,287.2,8906.4,40.854283,-73.892119,6.0,385.0,8.913953858894255,1.8718021769015913,6.148254597872171,5.660178837174069,9.094525398414497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4926084,85836.0,1925,1,100,156.4,0.5,701.8,8735.2,40.829864,-73.949823,9.0,233.0,8.672486075822272,2.2925347571405443,6.880897824812254,6.5536484631491145,9.075116118699857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5947755,58350.0,1963,1,100,80.7,0.7,206.8,,,,,,9.570668634412817,1.3862943611198906,5.644386264699545,5.331752142634274,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2811574,77992.0,1959,1,100,90.4,0.7,304.6,,40.651487,-73.935964,17.0,872.0,9.251962046667002,1.667706820558076,6.084727177567672,5.718999440461062,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3121302,50760.0,1935,1,100,91.4,0.0,312.2,3352.0,40.870785,-73.876505,7.0,425.0,8.99949587624899,1.308332819650179,5.931183616223052,5.743644008081332,8.117312461601975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3987913,77760.0,1955,1,100,72.7,0.0,361.8,4556.1,40.87506,-73.904503,8.0,273.0,8.961622569542543,1.589235205116581,6.217802989318711,5.891091572961195,8.424222273404334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2947079,50290.0,2009,1,100,83.9,0.4,109.4,508.5,40.668874,-73.866941,5.0,1208.0,9.242807562113684,2.653241964607215,5.927992124152408,4.695010889987881,6.2314652154886145,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2539059,64250.0,1905,1,100,57.5,0.0,92.5,,40.762497,-73.997119,4.0,129.0,8.00202481821611,2.312535423847214,5.6240175061873385,4.52720864451838,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3085377,366879.0,1969,1,100,111.5,,0.0,14100.0,40.75964,-73.975916,5.0,102.0,8.230577217146454,2.451005098112319,7.991964337339503,,9.55393007636626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2688529,85000.0,1927,1,100,14.5,0.0,15.5,4804.4,,,,,9.532568788180548,1.1631508098056809,4.694096395182493,2.740840023925201,8.477287443680336,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2797763,58803.0,1957,1,100,64.6,0.6,167.9,1774.8,40.693222,-73.995034,2.0,502.0,9.112396727646056,1.33500106673234,5.500849963958122,5.123368564083496,7.481443019504755,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2271558,291041.0,1888,1,100,85.8,0.5,26.4,18.0,40.690247,-73.96433,2.0,193.0,5.749392985908253,2.3608540011180215,4.092676505121403,3.2733640101522705,2.8903717578961645,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2801607,338016.0,1939,1,100,46.2,0.4,605.3,,,,,,9.469005495357472,1.308332819650179,6.9043494858473045,6.405724202897641,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2841739,112000.0,1931,1,100,61.5,0.5,292.9,9403.6,40.673297,-73.961592,8.0,215.0,9.143131622282732,1.252762968495368,6.041206639002796,5.6798312538336875,9.148847873663867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3433063,51075.0,1927,1,100,95.3,0.8,238.3,,40.847108,-73.918444,5.0,21502.0,8.887376485379763,1.4816045409242156,5.765191102784844,5.473530384104697,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3110396,59411.0,2004,1,100,62.1,0.5,157.9,2816.4,40.798468,-73.93528,11.0,188.0,8.570923513837204,1.547562508716013,5.555282466337757,5.061961921261596,7.943214752644979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3539832,351552.0,1910,1,100,75.5,0.0,405.2,4721.7,40.737696,-73.992397,5.0,54.0,7.57198844937744,2.8094026953624978,7.561225642389184,6.004380772374528,8.459924183225665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4043734,650500.0,2005,1,100,81.8,0.5,1492.9,27882.9,40.757834,-73.99124,4.0,115.0,7.952263308657046,2.302585092994046,8.134467570277563,7.308475816059545,10.235768876681687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4947946,51716.0,2005,1,100,71.5,0.5,130.6,2074.4,40.721237,-73.981569,3.0,2202.0,6.843749949006225,1.9021075263969205,5.506144213750353,4.8721392168423305,7.637427234224455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2665216,58895.0,1923,1,100,90.1,0.1,309.0,10207.2,40.840212,-73.916562,4.0,223.0,8.873187904050106,1.5686159179138452,5.998936561946683,5.733341276897746,9.230848632607534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3121109,274209.0,1927,1,100,67.9,0.0,704.0,,40.754946,-73.992175,4.0,115.0,7.370230641807081,2.2512917986064953,7.347041935565812,6.556778356158042,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4412127,85511.0,2008,1,100,74.8,0.5,170.8,2292.8,40.794509,-73.943685,11.0,172.0,8.544808358449211,2.186051276738094,5.9568731023383625,5.14049328135447,7.737529057073908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2663886,65240.0,1980,1,100,110.7,,0.0,6626.2,40.746965,-73.994651,5.0,95.0,7.410347097821024,1.824549292051046,6.261300826414174,,8.798786766527462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3108944,140044.0,1912,1,100,111.4,0.2,394.1,,40.737992,-73.998369,2.0,71.0,7.20934025660291,2.9806186357439426,7.158436173289435,5.976604684200958,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2704380,188810.0,1948,1,100,71.5,0.5,672.6,5649.4,40.774797,-73.965314,8.0,130.0,8.357493812658563,1.5040773967762742,6.908554959152701,6.5111507993061695,8.639304623811165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2562104,185000.0,1993,1,100,145.7,,1049.0,10342.1,40.579571,-74.13169,2.0,279.0,9.605822482030945,,7.6346756696490035,6.955592608396297,9.243978222219031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2686029,66100.0,1965,1,100,106.5,0.0,439.9,6837.9,,,,,9.426338455129521,1.547562508716013,6.300235184389629,6.086547428354674,8.830235945933202,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4957181,66466.0,2013,1,95,73.6,0.6,202.7,3371.5,,,,,9.560504164299259,1.547562508716013,5.711089049838639,5.311727053457954,8.123113028174636,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2680561,62096.0,1910,1,100,111.7,0.8,232.9,2419.2,40.700908,-73.992206,2.0,1.0,9.106866963499908,2.2082744135228043,5.956614269672236,5.450609176890295,7.791192185985214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5247064,65402.0,1931,1,95,77.2,0.6,200.9,,40.707429,-73.924115,4.0,447.0,9.217315985712608,1.7047480922384253,5.763622475012218,5.302807271820889,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4952805,115914.0,1959,1,100,53.5,0.0,267.8,4316.6,40.748593,-73.97814,6.0,80.0,7.820037989458753,1.840549633397487,6.2324480165505225,5.5902404332570725,8.37022333432487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3326673,176887.0,1941,1,100,72.2,,653.1,4729.2,40.763932,-73.96907,8.0,11401.0,8.334951631422454,1.8870696490323797,6.950144045473924,6.4817302569086115,8.461511333988959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2972889,67930.0,1950,1,100,83.1,0.7,225.5,,40.869299,-73.883728,7.0,415.0,8.968396191198256,1.3862943611198906,5.728149831104496,5.418320158942733,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3266491,52300.0,1959,1,100,82.9,0.7,174.4,5347.2,,,,,9.51804563563343,1.5686159179138452,5.526647444549546,5.161351511474879,8.584328338401075,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2690957,181297.0,2009,1,100,99.2,0.1,51.5,9301.1,40.709729,-74.013818,1.0,13.0,6.39024066706535,2.7343675094195836,7.281729719998931,3.9415818076696905,9.137887951716763,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2676244,54000.0,1930,1,100,65.5,0.7,183.9,7462.6,40.575753,-73.962397,13.0,36002.0,9.383116515926606,-0.6931471805599453,5.2574953720277815,5.214392131610276,8.917659157946082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3058791,558327.0,1986,1,100,60.2,,0.0,91.8,40.709114,-74.008812,1.0,1502.0,6.415096959171596,2.6602595372658615,8.090647439696834,,4.519612297626445,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4409225,67162.0,1973,1,100,79.3,0.5,204.9,,40.574725,-74.001908,13.0,342.0,9.35218709620442,2.163323025660538,6.075116119603592,5.322522055244854,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4406598,60000.0,1920,1,100,69.5,0.6,221.6,5940.9,40.827594,-73.916596,4.0,173.0,8.784774592161016,1.1939224684724346,5.700777965635902,5.400873954873129,8.689615916030945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4852156,51744.0,1924,1,100,77.3,0.0,214.4,1922.5,40.778401,-73.95709,8.0,140.0,8.476996001664824,1.840549633397487,5.766444235780912,5.367843429196647,7.5613817013797995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4626396,438423.0,1923,16,100,106.3,0.0,2648.5,,,,,,9.425532393502772,2.0149030205422647,8.218355795732828,7.881748720984581,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2783905,88190.0,1960,1,100,96.0,0.8,366.2,,40.639894,-74.000195,12.0,114.0,9.300181075975972,1.7404661748405046,6.268527940411622,5.90317963224041,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3501367,75352.0,1920,1,100,83.7,0.0,302.4,7411.8,40.862748,-73.928219,12.0,285.0,8.719970756777574,1.9600947840472698,6.146757431514017,5.711750644305378,8.910828603770822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3120885,78000.0,1924,1,100,92.1,0.0,468.6,10741.9,40.866611,-73.903861,7.0,263.0,8.942460926820582,1.5260563034950492,6.381138969309823,6.149749526073696,9.281907261168675,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2677886,477360.0,1962,1,100,66.7,0.0,55.5,,40.776775,-73.984565,7.0,155.0,8.064007347096661,1.9459101490553132,7.79667481406016,4.0163830207523885,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2270240,343902.0,1959,1,95,52.3,0.1,195.1,,40.706397,-74.006341,1.0,1502.0,6.436150368369428,2.468099531471619,7.235691184581063,5.273512247629066,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2957371,125863.0,1927,1,100,62.9,0.1,331.1,,40.768222,-73.970126,8.0,122.0,8.340456012916183,2.028148247292285,6.461936816524757,5.802420444553201,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3094944,138600.0,1953,1,100,79.8,0.7,500.5,5647.8,40.648447,-73.97547,7.0,500.0,9.2850767180902,1.2237754316221157,6.480351263355219,6.215607598755275,8.639021367781229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2806029,86734.0,2000,1,100,95.7,0.8,245.6,3317.3,40.576885,-73.95763,13.0,61002.0,9.387146748082028,1.916922612182061,5.969985515430857,5.503704196272987,8.106906478028856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2720313,54774.0,1939,1,100,69.8,,164.5,2030.1,40.771708,-73.95525,8.0,134.0,8.42222295382501,,5.447168313280391,5.1029105702054265,7.6158403319062895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4390521,111620.0,2000,1,100,97.6,0.8,372.3,8070.0,40.884763,-73.898735,8.0,283.0,8.964951211714654,2.0149030205422647,6.422109953746444,5.919699980878671,8.995908761263994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2734467,64650.0,1901,1,100,157.3,1.2,414.1,,40.795002,-73.969691,7.0,183.0,8.589885876809678,2.451005098112319,6.49767955831629,6.026107490551522,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2670082,119228.0,1912,1,100,49.6,0.0,389.8,2453.9,40.800063,-73.969711,7.0,191.0,8.609407675404048,0.9555114450274363,6.2128064764755635,5.96563378707346,7.805433874644311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4038983,57728.0,1925,1,100,73.3,0.6,161.9,,40.775466,-73.96483,8.0,130.0,8.359603270841466,1.8562979903656263,5.654242029096065,5.0869788606835895,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3109813,135000.0,1993,1,100,108.1,0.5,327.4,6684.6,40.686258,-73.987203,2.0,41.0,9.106090350602384,2.8903717578961645,7.011484464744614,5.791182664937034,8.807561652293327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2612585,178028.0,1960,1,100,95.8,0.8,347.8,,40.60372,-73.942502,15.0,566.0,9.360310898552477,1.8562979903656263,6.275703197782002,5.851627601920183,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4042884,432093.0,1905,1,90,42.1,,0.0,9525.7,40.708486,-74.011113,1.0,13.0,6.366470447731438,2.501435951739211,7.471590723061743,,9.161748688108233,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2704413,72294.0,1920,1,100,59.3,0.4,147.6,,,,,,8.702344075220351,1.589235205116581,5.53338948872752,4.994505912166372,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
